product_description,store,Sum_dollar_sales,Per_Female_21,Per_male_21,Per_age_21_below,Per_age_22_34,Per_age_35_44,per_age_45_54,per_age_55_64,Per_age_65_above,Per_income_low,Per_income_mid,Per_income_High,Per_asian_21_plus,Per_Hisp_21_plus,Per_AFAM_21_plus,Per_white_21_plus,store_zip_code,Total_Sales_in_the_TA,Product_dollar_sales,Cumm_Sales,Sales_contribution,target_variable
A J BTRMLK COMP PNCK MIX,268,13.41,0.52345611,0.47654389,0.274898294,0.14561416,0.133994718,0.143601456,0.130640211,0.171836414,8.67E-02,0.237870245,6.13E-02,1.48E-02,2.38E-02,4.66E-02,0.642323888,37075,44.7,7568.84,7574.45,1.000741197,0
A J BTRMLK COMP PNCK MIX,275,31.29,0.52345611,0.47654389,0.274898294,0.14561416,0.133994718,0.143601456,0.130640211,0.171836414,8.67E-02,0.237870245,6.13E-02,1.48E-02,2.38E-02,4.66E-02,0.642323888,37075,44.7,7568.84,7619.15,1.006646989,0
A J BTRMLK COMP PNCK MIX,316,44.35,0.548887871,0.451112129,0.208962435,0.194347143,9.84E-02,0.112735032,0.149172605,0.231992592,6.07E-02,0.204090671,0.184321778,2.56E-02,1.08E-02,1.84E-02,0.736924749,37215,44.35,7568.84,7663.5,1.01250654,0
A J BTRMLK COMP PNCK MIX,285,43.4,0.556318067,0.443681933,0.202814668,0.201585728,0.111437066,0.121585728,0.14802775,0.222755203,6.93E-02,0.220852329,0.170426165,2.72E-02,1.34E-02,2.16E-02,0.736372646,37205,43.4,7568.84,7706.9,1.018240576,0
A J BTRMLK COMP PNCK MIX,345,43.21,0.523457601,0.476542399,0.274456846,0.174842118,0.129066211,0.129920165,0.120288358,0.170453191,0.130992573,0.205961791,3.84E-02,7.92E-03,3.68E-02,6.91E-02,0.617369027,37087,43.21,7568.84,7750.11,1.023949509,0
A J BTRMLK COMP PNCK MIX,334,43.09,0.505106284,0.494893716,0.264706602,0.239414916,0.108871658,0.107404055,0.107355135,0.155786024,0.211506005,0.190225766,2.26E-02,1.29E-02,4.42E-02,1.98E-02,0.662084485,38501,43.09,7568.84,7793.2,1.029642587,0
A J BTRMLK COMP PNCK MIX,114,42.57,0.5260631,0.4739369,0.157826781,0.355509497,0.188916449,0.10155958,8.99E-02,0.109544358,0.115252625,0.329584452,0.116068091,9.69E-02,4.56E-02,0.245557405,0.45717101,30339,42.57,7568.84,7835.77,1.035266963,0
A J BTRMLK COMP PNCK MIX,14,26.49,0.549326313,0.450673687,0.313289658,0.151274089,0.143404092,0.156038627,0.129025397,0.102501383,7.75E-02,0.227145106,2.91E-02,2.52E-02,5.15E-02,0.418726337,0.199025822,30039,41.97,7568.84,7877.74,1.040812066,0
A J BTRMLK COMP PNCK MIX,3,15.48,0.549326313,0.450673687,0.313289658,0.151274089,0.143404092,0.156038627,0.129025397,0.102501383,7.75E-02,0.227145106,2.91E-02,2.52E-02,5.15E-02,0.418726337,0.199025822,30039,41.97,7568.84,7919.71,1.04635717,0
A J BTRMLK COMP PNCK MIX,237,41.72,0.565388465,0.434611535,0.29382373,0.20773618,0.11947938,0.123988496,0.12469533,0.127863898,0.181632056,0.17895096,1.46E-02,6.51E-03,3.76E-02,0.479599298,0.17860973,37207,41.72,7568.84,7961.43,1.051869243,0
A J BTRMLK COMP PNCK MIX,25,21.93,0.545330564,0.454669436,0.291156762,0.196089201,0.123300011,0.129517741,0.124266725,0.134746787,0.153356036,0.196001318,1.89E-02,3.82E-02,7.25E-02,0.438668571,0.17602988,30236,41.28,7568.84,8002.71,1.057323183,0
A J BTRMLK COMP PNCK MIX,26,19.35,0.545330564,0.454669436,0.291156762,0.196089201,0.123300011,0.129517741,0.124266725,0.134746787,0.153356036,0.196001318,1.89E-02,3.82E-02,7.25E-02,0.438668571,0.17602988,30236,41.28,7568.84,8043.99,1.062777123,0
A J BTRMLK COMP PNCK MIX,332,38.75,0.491793008,0.508206992,0.23769611,0.282159658,0.144924422,0.112328963,0.105165126,0.114573632,0.146643742,0.223034124,4.13E-02,3.86E-02,5.86E-02,0.158225279,0.517634979,37209,38.75,7568.84,8082.74,1.067896798,0
A J BTRMLK COMP PNCK MIX,181,38.7,0.540596425,0.459403575,0.285592358,0.171125628,0.114532384,0.124347569,0.12493845,0.175754194,0.157305584,0.18586482,3.16E-02,1.33E-02,2.39E-02,0.200800972,0.476512491,30240,38.7,7568.84,8121.44,1.073009867,0
A J BTRMLK COMP PNCK MIX,195,38.7,0.523043537,0.476956463,0.275476958,0.179517936,0.125930008,0.139416141,0.124681893,0.152821228,0.122088405,0.202972785,4.46E-02,7.80E-03,5.73E-02,0.176259867,0.495631595,30263,38.7,7568.84,8160.14,1.078122936,0
A J BTRMLK COMP PNCK MIX,5,38.1,0.529992673,0.470007327,0.316762616,0.190316578,0.151215053,0.137426678,0.10929491,9.04E-02,0.103657674,0.200698669,2.57E-02,9.85E-02,0.184037262,0.199925998,0.280915017,30044,38.1,7568.84,8198.24,1.083156732,0
A J BTRMLK COMP PNCK MIX,170,38.08,0.53608524,0.46391476,0.134311026,8.52E-02,8.39E-02,0.105743389,0.179368924,0.432529281,0.174956037,0.265901324,3.84E-02,5.81E-03,1.40E-02,2.22E-02,0.824546269,29576,38.08,7568.84,8236.32,1.088187886,0
A J BTRMLK COMP PNCK MIX,131,37.41,0.560369096,0.439630904,0.309950356,0.205158645,0.125116915,0.118245917,0.104611843,0.128246636,0.168645226,0.179401396,5.68E-03,9.78E-02,6.34E-02,0.405640694,0.129865458,30260,37.41,7568.84,8273.73,1.093130519,0
A J BTRMLK COMP PNCK MIX,246,37.25,0.524502658,0.475497342,0.303328125,0.221703125,0.158171875,0.122859375,0.09346875,0.09646875,0.065578125,0.271046875,0.0408125,0.027734375,0.027390625,0.0889375,0.55540625,37128,37.25,7568.84,8310.98,1.098052013,0
A J BTRMLK COMP PNCK MIX,104,14.19,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,36.12,7568.84,8347.1,1.102824211,0
A J BTRMLK COMP PNCK MIX,182,9.03,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,36.12,7568.84,8383.22,1.107596408,0
A J BTRMLK COMP PNCK MIX,184,12.9,0.520390418,0.479609582,0.303517086,0.135278354,0.145770564,0.175778589,0.122182016,0.115474875,3.94E-02,0.173810353,0.142893912,8.86E-02,5.73E-02,5.81E-02,0.513134188,30004,36.12,7568.84,8419.34,1.112368606,0
A J BTRMLK COMP PNCK MIX,119,6.45,0.52325416,0.47674584,0.307195081,0.118696175,0.133752439,0.186055219,0.137437676,0.113217587,4.46E-02,0.180951067,0.119287389,0.278363518,3.02E-02,7.57E-02,0.314959699,30097,36.12,7568.84,8455.46,1.117140804,0
A J BTRMLK COMP PNCK MIX,127,29.67,0.52325416,0.47674584,0.307195081,0.118696175,0.133752439,0.186055219,0.137437676,0.113217587,4.46E-02,0.180951067,0.119287389,0.278363518,3.02E-02,7.57E-02,0.314959699,30097,36.12,7568.84,8491.58,1.121913001,0
A J BTRMLK COMP PNCK MIX,125,15.48,0.539985299,0.460014701,0.283874799,0.174870764,0.129195967,0.152532765,0.128926021,0.127022905,0.109908353,0.226389882,3.15E-02,3.22E-02,5.58E-02,0.339740042,0.300435962,30281,36.12,7568.84,8527.7,1.126685199,0
A J BTRMLK COMP PNCK MIX,175,20.64,0.539985299,0.460014701,0.283874799,0.174870764,0.129195967,0.152532765,0.128926021,0.127022905,0.109908353,0.226389882,3.15E-02,3.22E-02,5.58E-02,0.339740042,0.300435962,30281,36.12,7568.84,8563.82,1.131457396,0
A J BTRMLK COMP PNCK MIX,128,35.7,0.504981299,0.495018701,0.267386033,0.253176528,0.11985936,0.105528613,9.49E-02,0.126042677,0.16471872,0.211687682,6.33E-02,6.77E-02,2.64E-02,0.11343356,0.526406402,36830,35.7,7568.84,8599.52,1.136174103,0
A J BTRMLK COMP PNCK MIX,340,35.65,0.52290314,0.47709686,0.272721392,0.169545249,0.164143864,0.148877676,0.119542014,0.126334174,4.28E-02,0.202244647,0.158224982,6.91E-02,2.77E-02,2.67E-02,0.611941264,37067,35.65,7568.84,8635.17,1.140884204,0
A J BTRMLK COMP PNCK MIX,24,35.54,0.496453901,0.503546099,0.223038397,0.187979967,0.11736227,0.139899833,0.133722871,0.19933222,0.19015025,0.183138564,2.27E-02,1.75E-02,0.130717863,7.51E-03,0.630217028,37863,35.54,7568.84,8670.71,1.145579772,0
A J BTRMLK COMP PNCK MIX,206,34.53,0.511283658,0.488716342,0.250204276,0.162808117,0.119739888,0.142312406,0.138873757,0.187287212,0.115722457,0.220379954,3.53E-02,6.37E-03,2.86E-02,6.03E-03,0.71414953,30534,34.53,7568.84,8705.24,1.150141898,0
A J BTRMLK COMP PNCK MIX,110,21.93,0.515753456,0.484246544,0.249840652,0.160054437,0.124412135,0.155162018,0.155937225,0.155713277,6.59E-02,0.231011731,7.93E-02,5.00E-02,4.92E-02,9.44E-02,0.573911695,30066,34.23,7568.84,8739.47,1.154664387,0
A J BTRMLK COMP PNCK MIX,201,12.3,0.515753456,0.484246544,0.249840652,0.160054437,0.124412135,0.155162018,0.155937225,0.155713277,6.59E-02,0.231011731,7.93E-02,5.00E-02,4.92E-02,9.44E-02,0.573911695,30066,34.23,7568.84,8773.7,1.159186877,0
A J BTRMLK COMP PNCK MIX,150,23.22,0.538065219,0.461934781,0.296747967,0.137563332,0.125412395,0.173647932,0.13286497,0.128947213,0.067043714,0.213458819,5.35E-02,1.20E-02,4.13E-02,0.269250029,0.390214446,30127,33.54,7568.84,8807.24,1.163618203,0
A J BTRMLK COMP PNCK MIX,28,10.32,0.538065219,0.461934781,0.296747967,0.137563332,0.125412395,0.173647932,0.13286497,0.128947213,0.067043714,0.213458819,5.35E-02,1.20E-02,4.13E-02,0.269250029,0.390214446,30127,33.54,7568.84,8840.78,1.168049529,0
A J BTRMLK COMP PNCK MIX,208,4.17,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,33.36,7568.84,8874.14,1.172457074,0
A J BTRMLK COMP PNCK MIX,8,18.07,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,33.36,7568.84,8907.5,1.176864619,0
A J BTRMLK COMP PNCK MIX,94,11.12,0.526895544,0.473104456,0.260847029,0.18473965,0.137399305,0.122627044,0.120920891,0.173422888,0.147873788,0.233375807,2.20E-02,4.77E-03,2.40E-02,3.73E-02,0.674643112,37918,33.36,7568.84,8940.86,1.181272163,0
A J BTRMLK COMP PNCK MIX,21,11.9,0.552871191,0.447128809,0.294414939,0.184958026,0.116206956,0.116943635,0.130615042,0.154582834,0.192479013,0.15069385,8.53E-03,7.92E-03,2.54E-02,0.436388556,0.234692479,30906,33.32,7568.84,8974.18,1.185674423,0
A J BTRMLK COMP PNCK MIX,48,21.42,0.552871191,0.447128809,0.294414939,0.184958026,0.116206956,0.116943635,0.130615042,0.154582834,0.192479013,0.15069385,8.53E-03,7.92E-03,2.54E-02,0.436388556,0.234692479,30906,33.32,7568.84,9007.5,1.190076683,0
A J BTRMLK COMP PNCK MIX,9,33.32,0.540194002,0.459805998,0.270681991,0.191694676,0.111406267,0.117044346,0.128212078,0.175051502,0.129919766,0.208093896,3.98E-02,2.13E-02,4.68E-02,0.246449095,0.421446384,31406,33.32,7568.84,9040.82,1.194478943,0
A J BTRMLK COMP PNCK MIX,286,32.78,0.521762736,0.478237264,0.292781262,0.150134391,0.149622424,0.146934596,0.120056316,0.1390631,8.27E-02,0.250991937,2.21E-02,5.82E-03,1.77E-02,1.19E-02,0.674196851,37188,32.78,7568.84,9073.6,1.198809857,0
A J BTRMLK COMP PNCK MIX,111,12.9,0.513790185,0.486209815,0.287276908,0.181114551,0.133263522,0.165270443,0.124965853,0.101689128,6.61E-02,0.211778365,5.51E-02,9.81E-02,0.105160718,0.164416773,0.39054817,30043,32.25,7568.84,9105.85,1.203070748,0
A J BTRMLK COMP PNCK MIX,31,19.35,0.513790185,0.486209815,0.287276908,0.181114551,0.133263522,0.165270443,0.124965853,0.101689128,6.61E-02,0.211778365,5.51E-02,9.81E-02,0.105160718,0.164416773,0.39054817,30043,32.25,7568.84,9138.1,1.207331639,0
A J BTRMLK COMP PNCK MIX,69,32.25,0.537164934,0.462835066,0.195909166,0.214603838,0.150712047,0.122202672,0.119728377,0.202644746,8.28E-02,0.256474405,0.128553362,7.73E-02,5.15E-02,0.109446308,0.579837246,30328,32.25,7568.84,9170.35,1.211592529,0
A J BTRMLK COMP PNCK MIX,171,32.13,0.473404255,0.526595745,0.284211581,0.254558205,0.100881587,0.112602685,9.81E-02,0.126127029,0.281807253,9.39E-02,1.03E-02,7.61E-03,2.77E-02,0.430975756,0.254357844,31201,32.13,7568.84,9202.48,1.215837566,0
A J BTRMLK COMP PNCK MIX,348,31.29,0.509931459,0.490068541,0.270137825,0.183511996,0.146503318,0.139612047,0.126850434,0.132363451,7.37E-02,0.25482389,3.79E-02,4.08E-02,2.80E-02,8.47E-02,0.579377233,37127,31.29,7568.84,9233.77,1.21997162,0
A J BTRMLK COMP PNCK MIX,360,31.29,0.52690167,0.47309833,0.263628751,0.156802256,0.110748755,0.130624477,0.134546737,0.204530431,0.20179807,0.203428672,1.50E-02,5.29E-03,1.37E-02,2.23E-02,0.689127848,38464,31.29,7568.84,9265.06,1.224105675,0
A J BTRMLK COMP PNCK MIX,353,31,0.521719081,0.478280919,0.288295236,0.107743555,0.118442428,0.157988874,0.150145222,0.18010863,2.70E-02,0.163075762,0.168572882,4.94E-02,1.36E-02,2.58E-02,0.622979603,37027,31,7568.84,9296.06,1.228201415,0
A J BTRMLK COMP PNCK MIX,78,30.96,0.527846136,0.472153864,0.306808042,0.161618813,0.175318881,0.143220828,0.107500919,0.104981366,8.59E-02,0.209385334,7.35E-02,3.07E-02,9.14E-02,0.278121883,0.321269225,30126,30.96,7568.84,9327.02,1.23229187,0
A J BTRMLK COMP PNCK MIX,39,30.36,0.528085931,0.471914069,0.158136605,0.264944595,0.152799911,0.122669829,0.102731349,0.206648631,9.96E-02,0.258866694,0.176222066,3.48E-02,4.35E-02,8.35E-02,0.68665456,30305,30.36,7568.84,9357.38,1.236303053,0
A J BTRMLK COMP PNCK MIX,88,29.75,0.514204895,0.485795105,0.139135959,0.131300296,1.00E-01,0.120393901,0.168678526,0.355781449,0.20309191,0.243117323,6.96E-02,8.68E-03,4.54E-02,2.30E-02,0.795955104,29572,29.75,7568.84,9387.13,1.240233642,0
A J BTRMLK COMP PNCK MIX,15,9.52,0.517865939,0.482134061,0.261066779,0.170040599,0.123253535,0.127733445,0.12902142,0.188352233,0.184908302,0.174856503,2.82E-02,6.19E-03,4.24E-02,0.16351673,0.532941341,30161,29.75,7568.84,9416.88,1.244164231,0
A J BTRMLK COMP PNCK MIX,218,20.23,0.517865939,0.482134061,0.261066779,0.170040599,0.123253535,0.127733445,0.12902142,0.188352233,0.184908302,0.174856503,2.82E-02,6.19E-03,4.24E-02,0.16351673,0.532941341,30161,29.75,7568.84,9446.63,1.24809482,0
A J BTRMLK COMP PNCK MIX,134,29.75,0.511822258,0.488177742,0.257398017,0.222634274,0.124322006,0.113600242,0.117157345,0.15853074,0.152753601,0.18549913,3.10E-02,1.89E-02,3.85E-02,0.341809834,0.346704004,31405,29.75,7568.84,9476.38,1.252025409,0
A J BTRMLK COMP PNCK MIX,32,29.66,0.551234165,0.448765835,0.319994316,0.167066304,0.142111153,0.143389993,0.106587805,0.116108062,0.111188078,0.206355127,1.36E-02,5.97E-03,3.41E-02,0.351290386,0.293902417,30016,29.66,7568.84,9506.04,1.255944108,0
A J BTRMLK COMP PNCK MIX,320,29.19,0.528105418,0.471894582,0.263397251,0.171864924,0.121907348,0.132428305,0.134634312,0.176310877,0.159273715,0.209842186,2.33E-02,6.01E-03,2.99E-02,4.10E-02,0.66438147,37055,29.19,7568.84,9535.23,1.259800709,0
A J BTRMLK COMP PNCK MIX,142,14.28,0.511447639,0.488552361,0.282081521,0.177452642,0.121913466,0.130979583,0.112515663,0.171261148,0.155598143,0.174614874,3.87E-02,2.03E-02,0.195953416,3.03E-02,0.554838947,30720,28.56,7568.84,9563.79,1.263574075,0
A J BTRMLK COMP PNCK MIX,76,14.28,0.511447639,0.488552361,0.282081521,0.177452642,0.121913466,0.130979583,0.112515663,0.171261148,0.155598143,0.174614874,3.87E-02,2.03E-02,0.195953416,3.03E-02,0.554838947,30720,28.56,7568.84,9592.35,1.26734744,0
A J BTRMLK COMP PNCK MIX,138,9.52,0.563117354,0.436882646,0.276052088,0.190966642,0.124380884,0.122544035,0.127923377,0.153278447,0.203529373,0.167022009,1.55E-02,1.08E-02,1.94E-02,0.481549513,0.210122347,31404,28.56,7568.84,9620.91,1.271120806,0
A J BTRMLK COMP PNCK MIX,179,19.04,0.563117354,0.436882646,0.276052088,0.190966642,0.124380884,0.122544035,0.127923377,0.153278447,0.203529373,0.167022009,1.55E-02,1.08E-02,1.94E-02,0.481549513,0.210122347,31404,28.56,7568.84,9649.47,1.274894171,0
A J BTRMLK COMP PNCK MIX,159,28.47,0.535170491,0.464829509,0.29131046,0.199133706,0.149169801,0.14065884,0.105361146,0.110300543,0.149093811,0.211254227,1.94E-02,1.30E-02,8.14E-02,0.381435465,0.259166382,30122,28.47,7568.84,9677.94,1.278655646,0
A J BTRMLK COMP PNCK MIX,188,28.38,0.517936769,0.482063231,0.252237909,0.103634725,0.103905077,0.152988886,0.166686693,0.227936317,5.91E-02,0.190627816,0.136347251,5.78E-02,2.96E-02,4.93E-02,0.618774407,30068,28.38,7568.84,9706.32,1.28240523,0
A J BTRMLK COMP PNCK MIX,148,1.29,0.537125156,0.462874844,0.309434545,0.180839802,0.14211362,0.148972301,0.10764379,0.103652082,0.122243296,0.199408963,1.84E-02,5.73E-03,5.74E-02,0.295783345,0.342978123,30134,28.38,7568.84,9734.7,1.286154814,0
A J BTRMLK COMP PNCK MIX,200,27.09,0.537125156,0.462874844,0.309434545,0.180839802,0.14211362,0.148972301,0.10764379,0.103652082,0.122243296,0.199408963,1.84E-02,5.73E-03,5.74E-02,0.295783345,0.342978123,30134,28.38,7568.84,9763.08,1.289904398,0
A J BTRMLK COMP PNCK MIX,187,28.38,0.551240561,0.448759439,0.305919861,0.155954882,0.134024105,0.156776079,0.134724537,0.110281864,9.41E-02,0.220442963,2.47E-02,1.30E-02,2.81E-02,0.593725092,5.96E-02,30294,28.38,7568.84,9791.46,1.293653981,0
A J BTRMLK COMP PNCK MIX,23,27.78,0.462317293,0.537682707,0.234340644,0.288915826,0.161216666,0.110165191,8.48E-02,0.116958899,0.118932176,0.213395726,6.47E-02,0.100383379,0.200484862,0.13020804,0.394176016,30341,27.78,7568.84,9819.24,1.297324293,0
A J BTRMLK COMP PNCK MIX,202,27.37,0.539171809,0.460828191,0.288162307,0.193896714,0.119315895,0.118578135,0.125989269,0.150804829,0.195908786,0.184104628,1.60E-02,1.67E-02,5.03E-02,0.29963112,0.35331992,31093,27.37,7568.84,9846.61,1.300940435,0
A J BTRMLK COMP PNCK MIX,112,27.37,0.516064862,0.483935138,0.270781133,0.292188668,9.14E-02,9.18E-02,0.103564992,0.119477779,0.251835246,0.136797222,3.05E-02,2.15E-02,2.70E-02,0.324981318,0.361598312,31401,27.37,7568.84,9873.98,1.304556577,0
A J BTRMLK COMP PNCK MIX,214,27.09,0.556030592,0.443969408,0.267909306,0.169147308,0.115628043,0.119488107,0.144004729,0.183057449,0.198358603,0.187230491,1.59E-02,4.56E-03,2.79E-02,0.522603978,0.17078175,35810,27.09,7568.84,9901.07,1.308135725,0
A J BTRMLK COMP PNCK MIX,369,26.82,0.501897512,0.498102488,0.270413662,0.276034154,0.107966509,0.106059852,9.21E-02,0.115725773,0.164386968,0.199801045,3.94E-02,1.75E-02,5.69E-02,0.144325624,0.518030341,37130,26.82,7568.84,9927.89,1.311679201,0
A J BTRMLK COMP PNCK MIX,97,25.8,0.484689602,0.515310398,0.273438354,0.304179482,0.136141512,9.97E-02,7.30E-02,8.79E-02,0.159138811,0.168662472,6.02E-02,6.21E-02,3.54E-02,0.382351564,0.247224868,30318,25.8,7568.84,9953.69,1.315087913,0
A J BTRMLK COMP PNCK MIX,193,25.8,0.464954945,0.535045055,0.143926923,0.403311707,0.184952067,0.112811078,7.40E-02,8.22E-02,0.126141829,0.308673058,0.101287886,9.20E-02,0.119428037,0.173202931,0.507020432,30324,25.8,7568.84,9979.49,1.318496626,0
A J BTRMLK COMP PNCK MIX,276,25.33,0.513702205,0.486297795,0.276768439,0.139556101,0.143881837,0.146571658,0.135560694,0.159533135,6.16E-02,0.244757995,5.77E-02,1.40E-02,1.78E-02,4.14E-02,0.646532333,37122,25.33,7568.84,10004.82,1.321843242,0
A J BTRMLK COMP PNCK MIX,158,24.81,0.516497413,0.483502587,0.24009901,0.144321491,0.115783343,0.145282469,0.154571928,0.20364007,0.15366919,0.222306348,1.86E-02,4.02E-03,2.11E-02,5.85E-03,0.728567268,37876,24.81,7568.84,10029.63,1.325121155,0
A J BTRMLK COMP PNCK MIX,154,24.51,0.527553368,0.472446632,0.25153669,0.201361498,0.123996396,0.130223246,0.134588047,0.158153969,0.176514166,0.174752227,1.84E-02,5.57E-03,1.45E-02,0.645530083,7.99E-02,30032,24.51,7568.84,10054.14,1.328359432,0
A J BTRMLK COMP PNCK MIX,191,5.16,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,24.51,7568.84,10078.65,1.331597708,0
A J BTRMLK COMP PNCK MIX,77,7.74,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,24.51,7568.84,10103.16,1.334835985,0
A J BTRMLK COMP PNCK MIX,85,11.61,0.530245527,0.469754473,0.2906726,0.136003406,0.133970635,0.17855426,0.142060516,0.117818342,4.59E-02,0.182358839,0.133434972,0.126114247,3.90E-02,7.32E-02,0.48011867,30022,24.51,7568.84,10127.67,1.338074262,0
A J BTRMLK COMP PNCK MIX,87,23.8,0.543002876,0.456997124,0.350336659,0.176225896,0.116332358,0.117777699,0.108753129,0.121197166,0.239256883,0.10371206,3.84E-03,3.70E-03,2.16E-02,0.49233264,0.133887968,31206,23.8,7568.84,10151.47,1.341218734,0
A J BTRMLK COMP PNCK MIX,123,23.25,0.527053232,0.472946768,0.299975144,0.141163649,0.136766027,0.145905432,0.125561653,0.14969121,4.49E-02,0.225770062,9.36E-02,3.72E-02,3.36E-02,0.103229384,0.533259402,30809,23.25,7568.84,10174.72,1.344290539,0
A J BTRMLK COMP PNCK MIX,103,23.22,0.53276184,0.46723816,0.314392121,0.146423428,0.135614426,0.14798004,0.115960372,0.135919929,8.27E-02,0.226523516,3.01E-02,1.59E-02,4.33E-02,0.165451927,0.471755481,30052,23.22,7568.84,10197.94,1.34735838,0
A J BTRMLK COMP PNCK MIX,43,23.22,0.502223328,0.497776672,0.274619931,0.183019804,0.134095728,0.150584202,0.133373934,0.122276357,8.85E-02,0.224432715,3.57E-02,2.13E-02,8.22E-02,8.47E-02,0.569359859,30102,23.22,7568.84,10221.16,1.350426221,0
A J BTRMLK COMP PNCK MIX,262,22.24,0.510973346,0.489026654,0.283164599,0.196302106,0.102737773,0.109368316,0.12001521,0.182137934,0.180593184,0.194448405,1.88E-02,9.08E-03,2.30E-02,0.177717572,0.506369124,42240,22.24,7568.84,10243.4,1.353364584,0
A J BTRMLK COMP PNCK MIX,120,3.87,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,21.93,7568.84,10265.33,1.35626199,0
A J BTRMLK COMP PNCK MIX,164,9.03,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,21.93,7568.84,10287.26,1.359159396,0
A J BTRMLK COMP PNCK MIX,22,9.03,0.51393127,0.48606873,0.273023179,0.183957374,0.146473442,0.134262139,0.120454451,0.143923374,7.99E-02,0.200087076,9.78E-02,4.00E-02,0.135609736,9.36E-02,0.521292035,30076,21.93,7568.84,10309.19,1.362056801,0
A J BTRMLK COMP PNCK MIX,121,21.93,0.540366874,0.459633126,0.265122537,0.126836732,0.109241037,0.159258185,0.160656343,0.182024428,7.93E-02,0.226290659,5.87E-02,3.76E-02,3.38E-02,0.429762313,0.233703538,30087,21.93,7568.84,10331.12,1.364954207,0
A J BTRMLK COMP PNCK MIX,63,21.64,0.519642496,0.480357504,0.212251392,0.221479714,0.136038186,0.128281623,0.12513922,0.177446301,0.259148767,0.18858393,1.13E-02,4.69E-03,4.17E-02,0.105568815,0.635799523,37917,21.64,7568.84,10352.76,1.367813298,0
